,level,speaker,gender,member_state,EP,party_group,text,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,prevalenc_of_topics
140,EU,Nicola Beer,1,Germany,1.0,Renew Europe Group,"['opinion', 'industry', 'research', 'energy', 'commissioner', 'goal', 'strong', 'european', 'sector', 'require', 'legal', 'certainty', 'development', 'prospect', 'time', 'solution', 'risk', 'base', 'control', 'approach', 'focus', 'high_risk', 'application', 'let', 'define', 'harm', 'european', 'competitiveness', 'let', 'inspire', 'hinder', 'user', 'trust', 'transparency', 'rule', 'know', 'deal', 'example', 'phone', 'billion_euro', 'hopefully', 'trigger', 'billion_euro', 'additional', 'investment', 'private', 'individual', 'member_state', 'come', 'reconstruction', 'fund', 'digitization', 'turn', 'point', 'quest', 'technology', 'leadership', 'develop', 'application', 'tomorrow', 'require', 'playground', 'experiment', 'sandbox', 'environment', 'legal', 'certainty', 'trust', 'investment', 'innovation', 'fit', 'challenge', 'tomorrow', 'day', 'tomorrow', 'finally', 'thank', 'colleague', 'constructive', 'cooperation', 'think', 'get', 'good', 'result', 'lady', 'gentleman', 'freedom', 'expression', 'basis', 'democracy', 'exercise', 'freedom', 'expression', 'essential', 'political', 'decision_make', 'fair', 'free', 'election', 'live', 'medium', 'world', 'political', 'decision_making', 'take', 'place', 'digitally', 'long', 'expression', 'opinion', 'basis', 'freedom', 'right', 'guarantee', 'digital', 'world', 'politician', 'involve', 'reality', 'different', 'freedom', 'expression', 'platform', 'attack', 'oligopolie', 'social_media', 'platform', 'set', 'rule', 'decision_make', 'organized', 'term', 'condition', 'think', 'trump', 'account', 'think', 'many', 'account', 'block', 'accordingly', 'user', 'make', 'almost', 'impossible', 'understand', 'way', 'defend', 'practice', 'forthcoming', 'digital', 'market', 'act', 'digital', 'european', 'set', 'rule', 'freedom', 'expression', 'social_media', 'platform', 'guarantee', 'citizen', 'question', 'restrict', 'civil_libertie', 'decision', 'freedom', 'restrict', 'decision', 'belong', 'parliament']",140,5,0.2828,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.04425381263616558), (1, 0.11723856209150328), (2, 0.09926470588235295), (3, 0.1559095860566449), (4, 0.10906862745098041), (5, 0.28009259259259267), (6, 0.11015795206971679), (7, 0.08401416122004358)]"
141,EU,Kosma Złotowski,0,Poland,1.0,European Conservatives and Reformists Group,"['złotowski', 'opinion', 'transport', 'tourism', 'commissioner', 'solution', 'base', 'advanced', 'algorithm', 'use', 'possibility', 'play', 'key', 'role', 'modernization', 'european', 'transport', 'system', 'apply', 'transport', 'automation', 'creation', 'intelligent', 'traffic', 'management', 'system', 'city', 'solution', 'improve', 'safety', 'vehicle', 'driver', 'harness', 'potential', 'digital', 'revolution', 'virtually', 'impossible', 'meet', 'vision', 'goal', 'key', 'barrier', 'practical', 'implementation', 'technology', 'transport', 'sector', 'lack', 'clear', 'consistent', 'rule', 'determine', 'division', 'responsibility', 'event', 'breakdown', 'accident', 'ensure', 'appropriate', 'level', 'cybersecurity', 'vehicle', 'infrastructure', 'communicating', 'place', 'particular', 'emphasis', 'issue', 'work', 'regulation', 'create', 'innovative', 'product', 'service', 'transport', 'tourism', 'sector', 'european', 'company', 'need', 'huge', 'amount', 'digital', 'datum', 'create', 'system', 'incentive', 'member_state', 'freely', 'free', 'charge', 'make', 'public', 'datum', 'available', 'include', 'datum', 'fall', 'scope', 'spatial', 'information', 'infrastructure', 'geodetic', 'cartographic', 'datum', 'way', 'potential', 'field', 'bring', 'real', 'economic', 'benefit', 'chairman', 'addition', 'huge', 'datum', 'set', 'innovative', 'economy', 'need', 'huge', 'investment', 'research', 'development', 'digital', 'infrastructure', 'cybersecurity', 'modern', 'education', 'important', 'challenge', 'face', 'member_state', 'accelerate', 'digitization', 'public', 'service', 'include', 'public', 'service', 'administration', 'support', 'european', 'fund', 'many', 'innovative', 'project', 'area', 'implement', 'experience', 'recent', 'month', 'show', 'digitization', 'area', 'bhealthcare', 'help', 'save', 'life', 'innovation', 'prescription', 'online', 'vaccination', 'registration', 'system', 'important', 'support', 'fight', 'epidemic', 'need', 'modern', 'solution', 'area', 'live', 'allow', 'finalize']",141,3,0.37,"digital, european, support, important, work, economy, innovation, area, strengthen, investment","[(0, 0.07368827160493827), (1, 0.06597222222222222), (2, 0.1436471193415638), (3, 0.3627829218106996), (4, 0.08912037037037036), (5, 0.06340020576131687), (6, 0.10146604938271606), (7, 0.09992283950617284)]"
142,EU,Sabine Verheyen,1,Germany,1.0,European People's Party,"['sabine', 'verheyen', 'opinion', 'culture', 'education', 'commissioner_ladie', 'gentleman', 'behalf', 'culture', 'good', 'cooperation', 'include', 'many', 'aspect', 'culture', 'nonetheless', 'much', 'regret', 'seem', 'manage', 'include', 'reference', 'elimination', 'geo_blocke', 'inappropriate', 'give', 'much', 'suppose', 'relate', 'obviously', 'base', 'false', 'assumption', 'review', 'geo_blocke', 'regulation', 'survey', 'eurobarometer', 'study', 'see', 'increase', 'need', 'increase', 'demand', 'area', 'audiovisual', 'sector', 'remove', 'geo_blocke', 'evaluation', 'geo_blocke', 'regulation', 'come', 'conclusion', 'available', 'finding', 'justify', 'change', 'scope', 'license', 'legitimate', 'geo_blocke', 'practice', 'underpin', 'digital', 'audiovisual', 'remain', 'fully', 'justified', 'remind', 'colleague', 'portability', 'regulation', 'already', 'show', 'good', 'way', 'create', 'accessibility', 'audiovisual', 'content', 'therefore', 'ask', 'competence', 'culture', 'area', 'commissioner', 'colleague', 'first', 'even', 'late', 'hour', 'shadow', 'good', 'working', 'relationship', 'cooperation', 'support', 'cooperation', 'think', 'good', 'comprehensive', 'possible', 'write', 'field', 'education', 'culture', 'audiovisual', 'medium', 'call', 'clear', 'ethical', 'framework', 'use', 'technology', 'medium', 'ensure', 'people', 'access', 'culturally', 'linguistically', 'diverse', 'content', 'framework', 'address', 'misuse', 'spread', 'fake_news', 'disinformation', 'need', 'clear', 'rule', 'technology', 'protect', 'anti', 'discrimination', 'gender_equality', 'pluralism', 'cultural', 'linguistic', 'diversity', 'use', 'datum', 'reflect', 'exist', 'inequality', 'discrimination', 'exclude', 'training', 'instead', 'inclusive', 'ethical', 'framework', 'develop', 'use', 'dataset', 'apply', 'deep', 'learning', 'process', 'doubt', 'technology', 'encounter', 'area', 'life', 'future', 'certainly', 'enrich', 'however', 'put', 'people', 'center', 'use', 'technology', 'especially', 'field', 'education', 'technology', 'gear', 'human', 'make', 'final', 'decision', 'hold', 'responsibility', 'hand', 'nevertheless', 'think', 'wrong', 'generally', 'classify', 'education', 'sector', 'high_risk', 'sector', 'discussion', 'education', 'sector', 'particular', 'conceivable', 'way', 'use', 'carry', 'high', 'risk', 'other', 'far', 'lower', 'however', 'clear', 'risk', 'assessment', 'require', 'generalization', 'entire', 'sector', 'order', 'able', 'classify', 'regulation', 'security', 'measure', 'depend', 'actual', 'current', 'risk', 'point', 'remind', 'importance', 'strengthen', 'digital', 'skill', 'union', 'level', 'prerequisite', 'use', 'education', 'need', 'train', 'teacher', 'adapt', 'reality', 'base', 'education', 'adapt', 'risk', 'misuse', 'technology', 'reduce', 'teacher', 'always', 'able', 'correct', 'decision', 'make', 'grade', 'student', 'teacher', 'never', 'replace', 'technology', 'especially', 'early', 'childhood', 'education', 'cultural', 'creative', 'sector', 'call', 'coherent', 'vision', 'use', 'european', 'level', 'member_state', 'base', 'content', 'recommendation', 'especially', 'video', 'music', 'streaming', 'service', 'able', 'negatively', 'impact', 'cultural', 'linguistic', 'diversity', 'end', 'specific', 'indicator', 'develop', 'assess', 'diversity', 'ensure', 'european', 'work', 'promote', 'way', 'want', 'reduce', 'filter', 'bubble', 'enable', 'transparency', 'consumer', 'well', 'understand', 'decision', 'fight', 'decade', 'establish', 'value', 'bof', 'inclusion', 'discrimination', 'multilingualism', 'cultural', 'diversity', 'citizen', 'see', 'essential', 'part', 'european', 'identity', 'value', 'bmust', 'reflect', 'online', 'world', 'algorithm', 'application', 'increasingly', 'use', 'maximum', 'transparency', 'development', 'high', 'quality', 'inclusive', 'datum', 'system', 'deployment', 'deep', 'learn', 'crucial', 'clear', 'ethical', 'framework', 'ensure', 'access', 'culturally', 'linguistically', 'diverse', 'content', 'technology', 'influence', 'many', 'area', 'live', 'key', 'driver', 'digital', 'change', 'opinion', 'thing', 'certain', 'ultimately', 'technology', 'serve', 'people', 'human', 'focus', 'responsibility', 'well', 'control', 'final', 'decision']",142,0,0.3571,"woman, technology, education, field, sector, high, man, culture, future, framework","[(0, 0.3562222222222222), (1, 0.058444444444444445), (2, 0.16896296296296295), (3, 0.094), (4, 0.04925925925925926), (5, 0.09222222222222222), (6, 0.1097037037037037), (7, 0.07118518518518518)]"
143,EU,Annalisa Tardino,1,Italy,1.0,Identity and Democracy Group,"['tardino', 'opinion', 'civil_libertie', 'justice', 'home', 'affair', 'commissioner_ladie', 'gentleman', 'important', 'challenge', 'day', 'development', 'european', 'technology', 'infrastructure', 'allow', 'competitive', 'reduce', 'dependence', 'supply', 'country', 'equip', 'reliable', 'safe', 'legislative', 'framework', 'regulate', 'impact', 'right', 'protection', 'security', 'protection', 'privacy', 'civil', 'liability', 'eventual', 'recognition', 'personality', 'legal', 'intelligent', 'system', 'issue', 'libe', 'opt', 'anthropocentric', 'approach', 'make', 'sure', 'reference', 'always', 'make', 'traditional', 'subject', 'physical', 'legal', 'protagonist', 'future', 'close', 'imagine', 'part', 'already', 'present', 'society', 'decide', 'role', 'reserve', 'lady', 'gentleman', 'large', 'platform', 'undoubtedly', 'offer', 'great', 'opportunity', 'useful', 'society', 'especially', 'physical', 'distance', 'widen', 'move', 'clear', 'rule', 'giant', 'web', 'year', 'claim', 'neutral', 'container', 'today', 'however', 'clear', 'policy', 'affect', 'real', 'world', 'proclaim', 'censor', 'message', 'acceptable', 'lead', 'big', 'question', 'precise', 'political', 'legal', 'connotation', 'decide', 'publish', 'digital', 'space', 'see', 'think', 'vested', 'interest', 'stake', 'question', 'decide', 'defend', 'idea', 'party', 'individual', 'elect', 'protect', 'value', 'bof', 'democracy', 'freedom', 'expression', 'even', 'individual', 'citizen', 'reason', 'ask', 'debate', 'believe', 'possible', 'darken', 'page', 'newspaper', 'decide', 'law', 'define', 'clear', 'parameter', 'procedure', 'thank', 'homemade', 'guideline', 'private', 'giant', 'act', 'almost', 'judge', 'democracy', 'role', 'belong', 'legislator', 'abdicate', 'act', 'democratic', 'free', 'debate']",143,7,0.3119,"company, public, society, make, today, clear, decision, control, social, internet","[(0, 0.08857709750566893), (1, 0.06873582766439909), (2, 0.0772392290249433), (3, 0.0653344671201814), (4, 0.10048185941043083), (5, 0.1498015873015873), (6, 0.13336167800453513), (7, 0.31646825396825395)]"
144,EU,Maria da Graça Carvalho,1,Portugal,1.0,European People's Party,"['carvalho', 'opinion', 'women', 'right', 'commissioner', 'first', 'congratulate', 'excellent', 'work', 'believe', 'promote', 'internal_market', 'less', 'bureaucracy', 'follow', 'high', 'ethical', 'standard', 'center', 'human', 'person', 'opinion', 'femm', 'believe', 'digital', 'depend', 'involvement', 'exception', 'imply', 'strengthen', 'role', 'woman', 'user', 'researcher', 'engineer', 'technician', 'entrepreneur', 'currently', 'still', 'gap', 'access', 'digital', 'economy', 'harm', 'woman', 'whole', 'waste', 'human', 'capital', 'affect', 'european', 'competitiveness', 'economy', 'important', 'adopt', 'measure', 'go', 'reality', 'term', 'education', 'employment', 'financing', 'awareness', 'society', 'general', 'gentleman', 'congratulate', 'sabine', 'verheyen', 'work', 'hope', 'effectively', 'apply', 'full', 'potential', 'education', 'culture', 'audiovisual', 'medium', 'opinion', 'femm', 'consider', 'essential', 'regulating', 'consider', 'ethical', 'aspect', 'namely', 'gender', 'perspective', 'essential', 'develop', 'strategy', 'increase', 'participation', 'woman', 'area', 'particular', 'namely', 'education', 'system', 'audiovisual', 'cultural', 'sector', 'combat', 'prejudice', 'associate', 'new', 'technology', 'masculine', 'gender', 'example', 'present', 'good', 'example', 'feminine', 'information', 'fiction', 'need', 'man', 'woman', 'succeed', 'transformation', 'lie', 'ahead', 'succeed', 'commissioner_ladie', 'gentleman', 'woman', 'management', 'question', 'gender_equality', 'exist', 'asymmetry', 'significant', 'economic', 'impact', 'hand', 'many', 'woman', 'prevent', 'enter', 'sector', 'strong', 'growth', 'attractive', 'salary', 'waste', 'huge', 'pool', 'talent', 'talent', 'need', 'achieve', 'goal', 'congratulate', 'proposal', 'make', 'country', 'portugal', 'achieve', 'excellent', 'result', 'attract', 'woman', 'management', 'area', 'already', 'represent', 'new', 'graduate', 'result', 'long', 'commitment', 'publicize', 'area', 'new', 'generation', 'gender', 'however', 'do', 'portugal', 'woman', 'continue', 'minority', 'information', 'communication', 'technology', 'leadership', 'position', 'urgent', 'promote', 'finance', 'program', 'attract', 'woman', 'study', 'work', 'management', 'present', 'success', 'story', 'media', 'society', 'general']",144,0,0.3953,"woman, technology, education, field, sector, high, man, culture, future, framework","[(0, 0.3991545893719807), (1, 0.11606280193236715), (2, 0.04553140096618358), (3, 0.1783816425120773), (4, 0.05471014492753623), (5, 0.06871980676328503), (6, 0.08031400966183574), (7, 0.0571256038647343)]"
145,EU,Alessandra Basso,1,Italy,1.0,Identity and Democracy Group,"['d', 'group', 'gentleman', 'happy', 'final', 'result', 'text', 'go', 'pragmatism', 'right', 'direction', 'create', 'digital', 'market', 'union', 'include', 'trace', 'regulation', 'use', 'realization', 'digital', 'element', 'good', 'guarantee', 'full', 'realization', 'potential', 'new', 'technology', 'function', 'digital', 'key', 'support', 'sme', 'digital', 'transformation', 'text', 'good', 'balance', 'need', 'sme', 'able', 'expand', 'business', 'thank', 'quantity', 'good', 'quality', 'datum', 'available', 'right', 'consumer', 'fundamental', 'obligation', 'inform', 'consumer', 'interact', 'system', 'promote', 'consumer_protection', 'lead', 'feel', 'protect', 'increase', 'trust', 'system', 'trust', 'increase', 'feel', 'protect', 'attention', 'dedicated', 'people', 'disability', 'good', 'call', 'accessibility', 'ensure', 'effective', 'inclusion', 'fundamental', 'point', 'remain', 'guarantee', 'effective', 'human', 'control', 'decision_making', 'process', 'dominate', 'machine', 'question', 'translate', 'guideline', 'act', 'consistent', 'principle', 'inclusion', 'disabled', 'protection', 'privacy', 'stop', 'progress', 'place', 'service', 'human', 'lady', 'gentleman', 'commissioner', 'diversity', 'pluralism', 'medium', 'link', 'fundamental', 'objective', 'liberal', 'democracy', 'offer', 'citizen', 'variety', 'content', 'know', 'especially', 'large', 'platform', 'fact', 'oblige', 'internal', 'mechanism', 'receive', 'notification', 'person', 'entity', 'content', 'deem', 'illegal', 'article', 'establish', 'notice', 'receive', 'give', 'rise', 'actual', 'knowledge', 'awareness', 'effectively', 'oblige', 'remove', 'allege', 'illegal', 'content', 'disable', 'access', 'basically', 'make', 'suppose', 'good', 'faith', 'require', 'removal', 'believe', 'subjective', 'evaluation', 'individual', 'entitie', 'decisive', 'influence', 'full', 'respect', 'freedom', 'speech', 'go', 'opposite', 'direction', 'pluralism', 'characterize', 'democracy', 'think', 'profound', 'reflection', 'urgently', 'need']",145,2,0.1627,"datum, ensure, technology, development, regulation, future, opportunity, consumer, create, approach","[(0, 0.1246141975308642), (1, 0.040252057613168725), (2, 0.16525205761316872), (3, 0.10198045267489712), (4, 0.15136316872427982), (5, 0.16113683127572018), (6, 0.11895576131687242), (7, 0.13644547325102882)]"
146,EU,Christel Schaldemose,1,Denmark,1.0,Progressive Alliance of Socialists and Democrats in the European Parliament,"['schaldemose', 'enormous', 'potential', 'make', 'everyday', 'life', 'well', 'make', 'demand', 'demand', 'always', 'man', 'able', 'rely', 'technology', 'core', 'message', 'firstly', 'ensure', 'consumer_protection', 'need', 'know', 'ing', 'system', 'base', 'secondly', 'ensure', 'good', 'balance', 'innovation', 'common', 'sense', 'room', 'innovation', 'compromise', 'safety', 'thirdly', 'call', 'reversal', 'burden', 'proof', 'new', 'technology', 'cause', 'harm', 'take', 'account', 'revise', 'product', 'liability', 'directive', 'product', 'safety', 'directive', 'general', 'course', 'illegal', 'online', 'base', 'course', 'social_media', 'today', 'far', 'virtual', 'yearbook', 'isolate', 'chat', 'service', 'distribution', 'use', 'make', 'public_space', 'social_media', 'ad', 'turn', 'news', 'tv', 'newspaper', 'radio', 'news', 'medium', 'share', 'story', 'social', 'platform', 'young', 'people', 'particular', 'get', 'majority', 'news', 'citizen', 'influence', 'politician', 'politician', 'influence', 'citizen', 'doubt', 'social_media', 'play', 'major', 'role', 'democratic', 'conversation', 'therefore', 'insist', 'democratic', 'rule', 'game', 'complicated', 'task', 'regulate', 'virtual', 'public', 'space', 'believe', 'principle', 'work', 'legality', 'transparency', 'redress', 'legal', 'offline', 'legal', 'online', 'first', 'principle', 'taste', 'judgment', 'social_media', 'restrict', 'freedom', 'expression', 'next', 'transparency', 'decision', 'platform', 'legislator', 'able', 'gain', 'insight', 'algorithm', 'promote', 'inhibit', 'notice', 'decision', 'form', 'basis', 'remove', 'notice', 'finally', 'appeal', 'option', 'user', 'case', 'try', 'content', 'remove', 'ensure', 'good', 'condition', 'democratic', 'dialogue', 'even', 'take', 'place', 'virtually', 'important', 'debate', 'today']",146,5,0.294,"freedom, platform, democracy, online, democratic, expression, rule, medium, content, social_media","[(0, 0.05372250423011844), (1, 0.11181613085166385), (2, 0.07741116751269035), (3, 0.06782289904117315), (4, 0.05879864636209814), (5, 0.2968133107727016), (6, 0.17836999435984208), (7, 0.15524534686971236)]"
147,EU,Sandro Gozi,0,France,1.0,Renew Europe Group,"['sandro', 'gozi', 'social_media', 'offer', 'enormous', 'opportunity', 'time', 'pose', 'great', 'challenge', 'democracy', 'long', 'time', 'platform', 'hide', 'phrase', 'publisher', 'filter', 'content', 'free', 'space', 'public', 'access', 'recent', 'decision', 'ban', 'leader', 'dismantle', 'demonstrate', 'danger', 'platform', 'represent', 'regulated', 'internet', 'offer', 'open', 'forum', 'allow', 'freedom', 'expression', 'forum', 'secure', 'unfortunately', 'platform', 'often', 'use', 'promote', 'violence', 'physical', 'verbal', 'political', 'net', 'neutrality', 'mean', 'remain', 'neutral', 'face', 'illegality', 'violence', 'foreign', 'interference', 'democracie', 'democratic', 'authority', 'decide', 'rule', 'civil', 'dialogue', 'challenge', 'rise', 'integral', 'part', 'offer', 'many', 'possibility', 'present', 'many', 'risk', 'challenge', 'face', 'hand', 'push', 'overcome', 'weakness', 'market', 'fragmentation', 'unjustified', 'barrier', 'insufficient', 'integration', 'hand', 'encourage', 'develop', 'new', 'industrial', 'autonomy', 'real', 'market', 'possible', 'necessary', 'build', 'establish', 'norm', 'benchmark', 'radiate', 'world', 'respect', 'fundamental', 'value', 'ensure', 'permanent', 'human', 'presence', 'control', 'algorithm', 'new', 'technology', 'innovation', 'adopt', 'need', 'investment', 'trust', 'trustworthy', 'comply', 'fundamental_right', 'reflect', 'european', 'value']",147,4,0.2143,"time, citizen, world, challenge, european, great, market, life, place, gentleman","[(0, 0.07401761517615175), (1, 0.09840785907859079), (2, 0.15193089430894308), (3, 0.08553523035230352), (4, 0.2095189701897019), (5, 0.1492208672086721), (6, 0.10789295392953929), (7, 0.12347560975609756)]"
148,EU,Anne-Sophie Pelletier,1,France,1.0,Left group in the European Parliament,"['pelletier', 'leave', 'digital', 'technology', 'daily', 'companion', 'consent', 'matrix', 'great', 'precept', 'progress', 'medicine', 'personal', 'health', 'datum', 'absorb', 'great', 'precept', 'progress', 'need', 'personal', 'assistance', 'service', 'great', 'precept', 'progress', 'camera', 'facial_recognition', 'subway', 'even', 'text', 'tend', 'move', 'common', 'sense', 'place', 'human', 'heart', 'decision', 'existential', 'principle', 'suffer', 'exception', 'regulatory', 'privilege', 'let', 'ask', 'question', 'rush', 'impose', 'serve', 'human', 'managerial', 'logic', 'enslave', 'human', 'quintessence', 'profession', 'able', 'replace', 'soft', 'skill', 'finally', 'make', 'personal_data', 'substance', 'dematerialize', 'emotion', 'desire', 'private', 'life', 'long', 'belong', 'lesson', 'learn', 'pandemic', 'even', 'enable', 'keep', 'social', 'connection', 'people', 'exit', 'restriction', 'relax', 'meet', 'singularity', 'social', 'being', 'commissioner_ladie', 'gentleman', 'get', 'man', 'stop', 'rape', 'hundred', 'twitter', 'account', 'suspend', 'ask', 'question', 'use', 'freedom', 'citizen', 'position', 'mep', 'question', 'challenge', 'freedom', 'ask', 'question', 'many', 'believe', 'legitimate', 'let', 'courage', 'say', 'stop', 'big', 'platform', 'opaque', 'censorship', 'organize', 'freedom', 'expression', 'opinion', 'internet', 'freedom', 'stop', 'big', 'boss', 'social_media', 'decide', 'internet', 'space', 'individual', 'collective', 'emancipation', 'excessive', 'centralization', 'regulatory', 'power', 'hand', 'private', 'actor', 'preeminent', 'place', 'platform', 'moderate', 'public', 'political', 'debate', 'threat', 'democratic', 'model', 'monopoly', 'algorithm', 'condition', 'use', 'inability', 'public', 'authority', 'control', 'moderation', 'issue', 'structure', 'democratic', 'find', 'censorship', 'political', 'figure', 'censorship', 'word', 'deletion', 'content', 'court', 'decision', 'censorship', 'feminist', 'account', 'censorship', 'campaign', 'raise', 'awareness', 'right', 'highlight', 'controversial', 'content', 'various', 'illustration', 'attack', 'freedom', 'citizen', 'net', 'never', 'solution', 'medium', 'pluralism', 'educational', 'policy', 'develop', 'critical', 'thinking', 'tolerance', 'society', 'able', 'fight', 'form', 'online', 'hatred', 'manipulation', 'information', 'transparency', 'share', 'responsibility', 'protection', 'fundamental_right', 'citizen', 'guideline', 'framework', 'digital', 'service', 'digital', 'market', 'politician', 'frame', 'influence', 'social_network', 'debate', 'politic', 'frame', 'accord', 'leftist', 'number', 'year', 'take', 'achieve', 'elimination', 'gender', 'inequality', 'work', 'year', 'woman', 'represent', 'european', 'population', 'finally', 'obtain', 'place', 'always', 'due', 'colleague', 'today', 'hemicycle', 'shame', 'repeat', 'number', 'gender_equality', 'still', 'invisible', 'horizon', 'weight', 'stereotype', 'weigh', 'woman', 'birth', 'enough', 'turn', 'tv', 'walk', 'toy', 'store', 'realize', 'place', 'reserve', 'girl', 'society', 'regret', 'plane', 'construction', 'machine', 'go', 'shelf', 'little', 'boy', 'competent', 'theme', 'part', 'system', 'disadvantage', 'woman', 'level', 'want', 'close', 'female', 'deficit', 'stem', 'profession', 'break', 'glass', 'ceiling', 'gender_equality', 'stem', 'profession', 'go', 'depth', 'overhaul', 'societal', 'rule', 'time', 'raise', 'awareness', 'educational', 'community', 'create', 'scholarship', 'develop', 'access', 'woman', 'stem', 'study', 'time', 'tap', 'medium', 'promote', 'gender_equality', 'highlight', 'inspiring', 'female', 'role', 'model', 'time', 'empower', 'workplace', 'establish', 'culture', 'non', 'discrimination', 'non', 'harassment', 'ordinary', 'sexism', 'intransigent', 'parity', 'stem', 'really', 'want']",148,0,0.2489,"woman, technology, education, field, sector, high, man, culture, future, framework","[(0, 0.2500763125763126), (1, 0.06387362637362637), (2, 0.038232600732600736), (3, 0.05410561660561661), (4, 0.12156593406593406), (5, 0.17742673992673993), (6, 0.08188339438339438), (7, 0.21283577533577533)]"
149,EU,Edina Tóth,1,Hungary,1.0,Non-attached Members,"['past', 'role', 'application', 'base', 'increased', 'welcome', 'ep', 'table', 'point', 'serious', 'competitive', 'disadvantage', 'union', 'take', 'lead', 'promote', 'innovation', 'invest', 'small', 'medium_size', 'enterprise', 'adequate', 'financial', 'resource', 'consider', 'important', 'new', 'technology', 'contribute', 'achievement', 'climate', 'goal', 'digital', 'transformation', 'addition', 'citizen', 'forget', 'goal', 'technology', 'serve', 'people', 'field', 'lucky', 'trust', 'downright', 'essential', 'mep', 'ensure', 'citizen', 'internet', 'digital', 'technology', 'play', 'key', 'role', 'area', 'live', 'proper', 'modernization', 'financial', 'support', 'exist', 'infrastructure', 'prerequisite', 'effective', 'digital', 'transformation', 'innovative', 'technology', 'play', 'key', 'role', 'post', 'epidemic', 'economic', 'recovery', 'believe', 'budget', 'eur', 'effectively', 'promote', 'green', 'renewal', 'accelerate', 'digital', 'transformation', 'main', 'goal', 'reduce', 'digital', 'divide', 'business', 'geographical', 'area', 'ensure', 'availability', 'use', 'infrastructure', 'innovative', 'service', 'particularly', 'welcome', 'fight', 'digital', 'exclusion', 'program', 'paramount', 'importance', 'important', 'part', 'framework', 'budget', 'provide', 'long', 'term', 'training', 'opportunity', 'commissioner', 'consider', 'important', 'establish', 'regular', 'cooperation', 'therefore', 'welcome', 'fact', 'tackle', 'chip', 'deficit', 'region', 'prioritie', 'unforeseen', 'consequence', 'coronavirus', 'epidemic', 'global', 'shortage', 'semiconductor', 'market', 'impact', 'feel', 'automotive', 'industry', 'shortage', 'raw', 'material', 'need', 'produce', 'chip', 'significantly', 'increase', 'cost', 'automotive', 'manufacturing', 'expect', 'cause', 'severe', 'damage', 'industry', 'player', 'come', 'year', 'result', 'price', 'car', 'rise', 'drastically', 'additional', 'loser', 'crisis', 'buyer', 'wallet', 'strain', 'hope', 'european', 'soon', 'possible', 'draw', 'new', 'interest', 'consumer']",149,3,0.3981,"digital, european, support, important, work, economy, innovation, area, strengthen, investment","[(0, 0.1122848200312989), (1, 0.12584767866458008), (2, 0.11645800730307773), (3, 0.38928012519561817), (4, 0.07629107981220658), (5, 0.03873239436619718), (6, 0.08985393844548774), (7, 0.051251956181533644)]"
150,EU,Ivan Štefanec,0,Slovakia,1.0,European People's Party,"['single', 'european', 'market', 'great', 'asset', 'contribute', 'million', 'job', 'economic', 'growth', 'pandemic', 'show', 'need', 'reform', 'make', 'resilient', 'need', 'complete', 'especially', 'area', 'bservice', 'build', 'common', 'digital', 'market', 'pandemic', 'show', 'importance', 'digitalisation', 'permeate', 'area', 'bour', 'live', 'need', 'create', 'condition', 'maintain', 'healthy', 'business', 'environment', 'protect', 'consumer', 'new', 'threat', 'support', 'development', 'innovation', 'research', 'recovery', 'fund', 'horizon', 'program', 'certainly', 'play', 'key', 'role', 'future', 'success', 'innovative', 'small', 'medium_size', 'enterprise', 'sufficient', 'access', 'free', 'capital', 'burden', 'additional', 'bureaucracy', 'need', 'strengthen', 'protection', 'intellectual', 'property', 'patent', 'unfair', 'practice', 'hand', 'need', 'keep', 'mind', 'right', 'consumer_protection', 'next', 'important', 'privilege', 'regard', 'welcome', 'new', 'program', 'consumer', 'european', 'consumer', 'drive', 'force', 'transformation', 'digital', 'sustainable', 'environment', 'use', 'great', 'potential', 'consumer_protection', 'example', 'still', 'current', 'topic', 'dual', 'product', 'quality', 'use', 'human', 'center', 'life', 'enhance', 'deirdre', 'digital', 'transformation', 'affect', 'area', 'live', 'penetrate', 'sector', 'economy', 'provide', 'communication', 'need', 'increase', 'investment', 'digital', 'technology', 'remain', 'competitive', 'maintain', 'leadership', 'digitalisation', 'successful', 'digital', 'transformation', 'certainly', 'precondition', 'successful', 'economic', 'recovery', 'improve', 'digital', 'infrastructure', 'invest', 'digital', 'skill', 'ensure', 'clear', 'stable', 'legal', 'framework', 'use', 'new', 'digital', 'technology', 'day', 'even', 'realize', 'sometimes', 'threat', 'especially', 'opportunity', 'propose', 'balanced', 'systematic', 'regulation', 'investment', 'fast', 'return', 'new', 'technology', 'bring', 'great', 'potential', 'economic', 'growth', 'create', 'million', 'new', 'job', 'save', 'life', 'healthcare', 'simplify', 'way', 'life', 'appreciate', 'emphasis', 'importance', 'educate', 'new', 'generation', 'retrain', 'current', 'workforce', 'invest', 'cyber', 'security', 'research', 'innovation', 'key', 'area', 'work', 'want', 'emphasize', 'talk', 'new', 'technology', 'always', 'keep', 'mind', 'fact', 'human', 'stay', 'center', 'new', 'technology', 'always', 'make', 'final', 'decision']",150,3,0.3959,"digital, european, support, important, work, economy, innovation, area, strengthen, investment","[(0, 0.059375), (1, 0.07280092592592592), (2, 0.17141203703703703), (3, 0.397337962962963), (4, 0.1167824074074074), (5, 0.039467592592592596), (6, 0.09733796296296296), (7, 0.04548611111111111)]"
